,story,EnglishText,new_words,sequence_position
82,story_community_park,Shouldn't we try to save some money?,0,82
83,story_community_park,She'll get that phone call from work,0,83
84,story_community_park,Did you phone your mother to say hello?,0,84
85,story_community_park,She's loved art since she was little,0,85
86,story_community_park,He's going to show us around the new office,0,86
87,story_community_park,Are you coming to the party next weekend?,0,87
88,story_community_park,Speak up if you have any concerns,0,88
89,story_community_park,Speak clearly when you give directions,0,89
90,story_community_park,I'm taking a vacation next month,0,90
91,story_community_park,I'm taking the dog for a walk,0,91
92,story_community_park,Do you walk through the park every evening?,0,92
93,story_community_park,"Bye for now, see you later this evening!",0,93
94,story_community_park,They're turning off the lights early,0,94
95,story_community_park,Let's throw a surprise party for mom,0,95
96,story_community_park,I'm here to help in any way I can,0,96
97,story_community_park,I'm certain this is the right way forward.,0,97
98,story_community_park,Let's talk about the opportunity over coffee,0,98
99,story_community_park,Could you clear the table after dinner?,0,99
100,story_community_park,I need to cost this project before starting it,0,100
101,story_community_park,"Then again, anything is possible these days, right?",0,101
102,story_community_park,"Actually, I'd rather not discuss it, if possible.",0,102
103,story_community_park,Can you show me how to organize this?,0,103
104,story_community_park,Shall we take a quick break?,0,104
105,story_community_park,I hope the weather will be nice tomorrow,0,105
106,story_community_park,That seems like a good idea,0,106
107,story_community_park,I want to wear something special for the occasion,0,107
108,story_community_park,Let's share the good news right away,0,108
109,story_community_park,I suppose the meeting will end soon,0,109
110,story_community_park,Are they training hard for the upcoming competition?,0,110
111,story_community_park,Look at the fresh flowers she put in each room,0,111
112,story_community_park,Would you eat the fish if it's fresh?,0,112
113,story_community_park,Did you see how she led the discussion with such enthusiasm?,0,113
114,story_community_park,Have you heard? They're building a house near the sea,0,114
115,story_community_park,I want to live in a quiet neighborhood,0,115
116,story_community_park,I want to live in a big city someday,0,116
117,story_community_park,Can you imagine a world without any troubles?,0,117
118,story_community_park,Just follow the signs to reach your destination,0,118
119,story_community_park,The traffic will be terrible for drivers during the holiday,0,119
120,story_community_park,They just explained the budget system to me,0,120
121,story_community_park,"I tend to forget people's names, it's so embarrassing",0,121
122,story_community_park,Don't you think they worry too much about small things?,0,122
123,story_community_park,"Don't worry, the alarm will sound if there's danger",0,123
124,story_community_park,Don't strange things happen in the middle of nowhere?,0,124
125,story_community_park,Ask your parents for their opinion first,0,125
126,story_community_park,How do you maintain work-life balance?,0,126
127,story_community_park,Did you know he met his wife at a social event?,0,127
128,story_community_park,The children are playing outside,0,128
129,story_community_park,She's writing a letter to the local newspaper,0,129
130,story_community_park,Feel free to pick any tree in this area,0,130
131,story_community_park,"Quick, help me carry this injured person to safety",0,131
132,story_community_park,We've got to find a solution to this problem,0,132
133,story_community_park,Wouldn't it be amazing to find buried treasure?,0,133
134,story_community_park,"Yeah, I'm totally fine with that, no problem.",0,134
135,story_community_park,I just want to sit quietly and read my book,0,135
136,story_community_park,I hurt my back lifting those heavy boxes,0,136
137,story_community_park,Did the minister really support the community's interests?,0,137
138,story_fishing_trip_gone_awry,Stay aware of your surroundings at night,0,138
139,story_fishing_trip_gone_awry,We wish you the best of luck,0,139
140,story_fishing_trip_gone_awry,I'll draw you a map to the new office,0,140
141,story_fishing_trip_gone_awry,"Remember, honesty is the best policy",0,141
142,story_fishing_trip_gone_awry,Shall we go to the park to feed the ducks?,0,142
143,story_fishing_trip_gone_awry,"It might rain later, bring an umbrella",0,143
144,story_fishing_trip_gone_awry,He's picking up the kids from school,0,144
145,story_fishing_trip_gone_awry,Do you know what factors affect our success rate?,0,145
146,story_fishing_trip_gone_awry,He tried to knock some sense into them,0,146
147,story_fishing_trip_gone_awry,We need to act now or we'll lose everything!,0,147
148,story_fishing_trip_gone_awry,Just follow the instructions step by step,0,148
149,story_fishing_trip_gone_awry,Do you understand the main idea here?,0,149
150,story_fishing_trip_gone_awry,"Of course, there's always room for improvement, right?",0,150
151,story_fishing_trip_gone_awry,Don't you love how she cooks wonderful meals for her family?,0,151
152,story_fishing_trip_gone_awry,Who will teach the class next week?,0,152
153,story_fishing_trip_gone_awry,Stop wasting time on this,0,153
154,story_fishing_trip_gone_awry,Do you think we'll get a response by tomorrow?,0,154
155,story_fishing_trip_gone_awry,Don't forget to set your alarm for six,0,155
156,story_fishing_trip_gone_awry,Can you believe they ate the entire cake by themselves?,0,156
157,story_fishing_trip_gone_awry,Do you check your account balance every day?,0,157
158,story_fishing_trip_gone_awry,Did you notice her beautiful smile across the room?,0,158
159,story_fishing_trip_gone_awry,Did you see how he led the team to victory last night?,0,159
160,story_fishing_trip_gone_awry,Why won't anyone help?,0,160
161,story_fishing_trip_gone_awry,What happened to the rest of the cake?,0,161
162,story_fishing_trip_gone_awry,"The operation was serious, but she's all right.",0,162
163,story_fishing_trip_gone_awry,Let's try to walk more and drive less,0,163
164,story_fishing_trip_gone_awry,They're shutting the shop early today,0,164
165,story_fishing_trip_gone_awry,Do you play golf on weekends?,0,165
166,story_fishing_trip_gone_awry,I've never seen anything like this!,0,166
167,story_fishing_trip_gone_awry,The movie's about to end,0,167
168,story_fishing_trip_gone_awry,We all make typing mistakes - even me!,0,168
169,story_fishing_trip_gone_awry,Are you ready for the big event tomorrow?,0,169
170,story_fishing_trip_gone_awry,I want to buy a new television set,0,170
171,story_fishing_trip_gone_awry,We're throwing a surprise party for him,0,171
172,story_fishing_trip_gone_awry,I'll get back to your email as soon as I can,0,172
173,story_fishing_trip_gone_awry,"Set the table for dinner, would you?",0,173
174,story_fishing_trip_gone_awry,Let's not worry so much about small things,0,174
175,story_fishing_trip_gone_awry,Do you think he'll enjoy the concert tonight?,0,175
176,story_fishing_trip_gone_awry,I'm writing a letter to my local minister,0,176
177,story_fishing_trip_gone_awry,No one else can do it; it's yours.,0,177
178,story_fishing_trip_gone_awry,Ask for help if you need it,0,178
179,story_fishing_trip_gone_awry,Are you coming to the party tonight?,0,179
180,story_fishing_trip_gone_awry,I wished to join the army years ago,0,180
181,story_fishing_trip_gone_awry,"Drive carefully on your way home, dear",0,181
182,story_fishing_trip_gone_awry,Look at those two boys fighting over a toy car,0,182
183,story_fishing_trip_gone_awry,I was born in a small fishing village,0,183
184,story_fishing_trip_gone_awry,This trip is going to cost us a pretty penny,0,184
185,story_fishing_trip_gone_awry,Have you heard the old building is closed for renovation?,0,185
186,story_fishing_trip_gone_awry,That short man can throw the ball really far!,0,186
187,story_fishing_trip_gone_awry,You should reduce your sugar intake for better health,0,187
188,story_fishing_trip_gone_awry,Did you hear? They passed the test with flying colors!,0,188
189,story_job_interview_gone_wrong,Use the glue to make it stick firmly,0,189
190,story_job_interview_gone_wrong,The teacher will mention your good work today,0,190
191,story_job_interview_gone_wrong,They're keeping the matter private,0,191
192,story_job_interview_gone_wrong,The meeting starts at half past,0,192
193,story_job_interview_gone_wrong,Don't forget to water the plant or it will die,0,193
194,story_job_interview_gone_wrong,Did you hear about the noise causing trouble in the neighborhood?,0,194
195,story_job_interview_gone_wrong,They just want a chance to prove themselves,0,195
196,story_job_interview_gone_wrong,Don't you think the character is well-developed?,0,196
197,story_job_interview_gone_wrong,I just got a message from my father,0,197
198,story_job_interview_gone_wrong,I'm preparing for the worst but hoping for the best,0,198
199,story_job_interview_gone_wrong,I'm afraid there's no easy solution to this.,0,199
200,story_job_interview_gone_wrong,We're going to run the company efficiently,0,200
201,story_job_interview_gone_wrong,Shall we drink our coffee on the ground?,0,201
202,story_job_interview_gone_wrong,I really want to achieve more in my career,0,202
203,story_job_interview_gone_wrong,I knocked on the wrong door,0,203
204,story_job_interview_gone_wrong,You need two people to lift anything over fifty pounds.,0,204
205,story_job_interview_gone_wrong,Should we start from the beginning again?,0,205
206,story_job_interview_gone_wrong,Just stay calm - everything will be fine,0,206
207,story_job_interview_gone_wrong,Can you manage this project by yourself?,0,207
208,story_job_interview_gone_wrong,It seems like a normal day so far,0,208
209,story_job_interview_gone_wrong,They're letting us enter the building now,0,209
210,story_job_interview_gone_wrong,We have to tell the truth about what happened,0,210
211,story_job_interview_gone_wrong,Clean your room before going out,0,211
212,story_job_interview_gone_wrong,I want to listen to different perspectives first,0,212
213,story_job_interview_gone_wrong,I need to read this important letter right away,0,213
214,story_job_interview_gone_wrong,Let's choose our words more carefully,0,214
215,story_job_interview_gone_wrong,She'd like to share her experience with us,0,215
216,story_job_interview_gone_wrong,He might mention your name in the report,0,216
217,story_job_interview_gone_wrong,Wait for me at the bottom of the stairs,0,217
218,story_job_interview_gone_wrong,Let's sit down and discuss this calmly,0,218
219,story_job_interview_gone_wrong,Don't you think it's time for a change?,0,219
220,story_job_interview_gone_wrong,Shall we help organize the sale next week?,0,220
221,story_job_interview_gone_wrong,Be careful - the glass will break if you drop it,0,221
222,story_job_interview_gone_wrong,Have you been wearing the same shirt since then?,0,222
223,story_job_interview_gone_wrong,This feeling of success will stay with you,0,223
224,story_job_interview_gone_wrong,Can you explain this concept to me?,0,224
225,story_job_interview_gone_wrong,Shall we take a tour around the city?,0,225
226,story_job_interview_gone_wrong,Be prepared - the actual results might be different.,0,226
227,story_job_interview_gone_wrong,It all depends on tomorrow's test results,0,227
228,story_job_interview_gone_wrong,She will call you as soon as possible,0,228
229,story_job_interview_gone_wrong,I'm planning to organize the office party soon,0,229
230,story_job_interview_gone_wrong,Did you hear? They won the big contract!,0,230
231,story_job_interview_gone_wrong,Let's talk about our holiday plans,0,231
232,story_job_interview_gone_wrong,Shall we move on to something else?,0,232
233,story_job_interview_gone_wrong,I don't know the answer to that,0,233
234,story_job_interview_gone_wrong,She's starting her new job next week,0,234
235,story_job_interview_gone_wrong,I suppose we could try it your way,0,235
236,story_job_interview_gone_wrong,Don't forget to charge your electric car overnight,0,236
237,story_job_interview_gone_wrong,Hold your breath as you dive underwater,0,237
238,story_job_interview_gone_wrong,Add some spice to make the dish tastier,0,238
239,story_job_interview_gone_wrong,"I'm nearly done with this particular task, honestly.",0,239
240,story_job_interview_gone_wrong,Let's sort out this mess quickly,0,240
241,story_job_interview_gone_wrong,I learned to sing in front of everybody,0,241
242,story_job_interview_gone_wrong,She's likely to arrive at any moment now.,0,242
243,story_job_interview_gone_wrong,Don't you believe in the power of positive thinking?,0,243
244,story_job_interview_gone_wrong,Don't forget to cut your hair before the interview,0,244
245,story_job_interview_gone_wrong,Look how fast that black horse runs!,0,245
246,story_job_interview_gone_wrong,I can't handle this awful heat anymore!,0,246
247,story_job_interview_gone_wrong,Did you see the cat bounce off the kitchen window?,0,247
248,story_camping_trip_gone_awry,I wonder if that rumor is true,0,248
249,story_camping_trip_gone_awry,Do you like playing the guitar at night?,0,249
250,story_camping_trip_gone_awry,Want to go on a camping trip?,0,250
251,story_camping_trip_gone_awry,She's trying to break her bad habits,0,251
252,story_camping_trip_gone_awry,Wouldn't it be great to win the lottery?,0,252
253,story_camping_trip_gone_awry,"Don't worry, I'll remind you about the meeting tomorrow",0,253
254,story_camping_trip_gone_awry,Use this bottle to carry your water,0,254
255,story_camping_trip_gone_awry,Wasn't that film absolutely amazing?,0,255
256,story_camping_trip_gone_awry,Shall we meet at the store?,0,256
257,story_camping_trip_gone_awry,"Do you think it could still happen, even if it seems unlikely?",0,257
258,story_camping_trip_gone_awry,Hi there! How are you doing this morning?,0,258
259,story_camping_trip_gone_awry,Look at the beautiful view from here,0,259
260,story_camping_trip_gone_awry,Let's check the weather forecast today,0,260
261,story_camping_trip_gone_awry,I can't remember where I left my keys,0,261
262,story_camping_trip_gone_awry,Are you going to sleep late this weekend?,0,262
263,story_camping_trip_gone_awry,Can you carry this heavy bag for me?,0,263
264,story_camping_trip_gone_awry,Don't you think the solution seems quite simple?,0,264
265,story_camping_trip_gone_awry,He sounds excited about the new project,0,265
266,story_camping_trip_gone_awry,"Turn off the radio, please",0,266
267,story_camping_trip_gone_awry,What did you say to him yesterday?,0,267
268,story_camping_trip_gone_awry,I should have chosen a different career path,0,268
269,story_camping_trip_gone_awry,Let's sort this mess out once and for all,0,269
270,story_camping_trip_gone_awry,Shall we pick some flowers from the garden?,0,270
271,story_camping_trip_gone_awry,I'll have the report ready by next week,0,271
272,story_camping_trip_gone_awry,Could the best solution be right in front of us?,0,272
273,story_camping_trip_gone_awry,"Close the door when you leave, okay?",0,273
274,story_camping_trip_gone_awry,Let me show you around the city,0,274
275,story_camping_trip_gone_awry,We'll have to stay home because of the rain,0,275
276,story_camping_trip_gone_awry,We've got to save up for our holiday,0,276
277,story_camping_trip_gone_awry,We just moved to a new house last month,0,277
278,story_camping_trip_gone_awry,You should write down your ideas before you forget,0,278
279,story_camping_trip_gone_awry,Let's share our food with those in need,0,279
280,story_camping_trip_gone_awry,Let's keep our options open for now,0,280
281,story_camping_trip_gone_awry,"Normally, I'd say yes, but not this time.",0,281
282,story_camping_trip_gone_awry,"Yes, I'm sure it's worth at least a pound.",0,282
283,story_camping_trip_gone_awry,"Suddenly, it all became clear as a sheet.",0,283
284,story_camping_trip_gone_awry,"God, I'm afraid nobody's totally honest these days.",0,284
285,story_camping_trip_gone_awry,I feel sick after eating that stuff,0,285
286,story_camping_trip_gone_awry,Don't you hate waking up early in the morning?,0,286
287,story_camping_trip_gone_awry,The show lasted for an hour and half,0,287
288,story_camping_trip_gone_awry,Did you get a fair deal on your car?,0,288
289,story_camping_trip_gone_awry,She's planning to move to the west coast,0,289
290,story_camping_trip_gone_awry,Let me tell you the story of our journey,0,290
291,story_camping_trip_gone_awry,This soup tastes nothing like the original,0,291
292,story_camping_trip_gone_awry,Look at the clear sky up north,0,292
293,story_camping_trip_gone_awry,Tell us about your adventures abroad,0,293
294,story_camping_trip_gone_awry,What does this sentence actually mean?,0,294
295,story_camping_trip_gone_awry,I need extra time to finish my homework,0,295
296,story_camping_trip_gone_awry,He's trying to improve his cooking,0,296
297,story_camping_trip_gone_awry,Don't forget to wear a helmet while cycling,0,297
298,story_camping_trip_gone_awry,Everyone must wear a mask inside,0,298
299,story_camping_trip_gone_awry,Let's press for better working conditions,0,299
300,story_camping_trip_gone_awry,Did you see the lovely egg she made for her mum?,0,300
301,story_unexpected_music_project,Are you worried about the economy?,0,301
302,story_unexpected_music_project,I cook special meals for my husband,0,302
303,story_unexpected_music_project,I bet she won't show up tonight,0,303
304,story_unexpected_music_project,Let's teach the members how to dive carefully,0,304
305,story_unexpected_music_project,Mine is the red one on the table.,0,305
306,story_unexpected_music_project,Let's use this material for the project,0,306
307,story_unexpected_music_project,Do you think she'll start her speech with a joke?,0,307
308,story_unexpected_music_project,Make your own choice in this matter,0,308
309,story_unexpected_music_project,Shouldn't we consider other options too?,0,309
310,story_unexpected_music_project,You need to accept the job offer today,0,310
311,story_unexpected_music_project,Did you hear that lovely bird song this morning?,0,311
312,story_unexpected_music_project,She's trying to enhance her skills at work,0,312
313,story_unexpected_music_project,Don't the kids just love singing in the rain?,0,313
314,story_unexpected_music_project,Let's prepare for any possible outcome,0,314
315,story_unexpected_music_project,Are you watching the two teams fight for first place?,0,315
316,story_unexpected_music_project,Will you accept my apology for being late?,0,316
317,story_unexpected_music_project,Could you send me that information by email?,0,317
318,story_unexpected_music_project,Shall we dive into the pool together?,0,318
319,story_unexpected_music_project,He's trying to learn French,0,319
320,story_unexpected_music_project,Did you hear her sing about love and loss?,0,320
321,story_unexpected_music_project,She's letting the children play outside,0,321
322,story_unexpected_music_project,Ever wonder why things happen the way they do?,0,322
323,story_unexpected_music_project,Can you show me how it works?,0,323
324,story_unexpected_music_project,I love listening to music while cooking dinner,0,324
325,story_unexpected_music_project,Let's find a solution to this issue,0,325
326,story_unexpected_music_project,She really wants to serve her community better,0,326
327,story_unexpected_music_project,We need to fight for our rights,0,327
328,story_unexpected_music_project,I just realized I forgot my keys,0,328
329,story_unexpected_music_project,What will you do with your free time?,0,329
330,story_unexpected_music_project,Did you see the new film last week?,0,330
331,story_unexpected_music_project,Let's cover all aspects of the problem,0,331
332,story_unexpected_music_project,Is she really an expert in the field?,0,332
333,story_unexpected_music_project,Are you going to the science lecture tomorrow?,0,333
334,story_unexpected_music_project,Have you been to that new bar in the centre?,0,334
335,story_unexpected_music_project,Are they still going to produce cheap materials?,0,335
336,story_unexpected_music_project,I want to produce a hit song,0,336
337,story_unexpected_music_project,Did you forget to include the data in the report?,0,337
338,story_unexpected_music_project,Have they shared their suggestion with management?,0,338
339,story_unexpected_music_project,I'll tell you the real reason later,0,339
340,story_unexpected_music_project,Remember that specific case I mentioned?,0,340
341,story_unexpected_music_project,Can you figure out this math problem?,0,341
342,story_unexpected_music_project,I sang a lullaby to my baby sister,0,342
343,story_unexpected_music_project,Did you hear the police caught the thief last night?,0,343
344,story_unexpected_music_project,We're planning to visit Rome next summer,0,344
345,story_unexpected_music_project,Don't they bear the burden of society's expectations?,0,345
346,story_unexpected_music_project,Did you join the protest against high taxes?,0,346
347,story_unexpected_music_project,Only a single line separates success from failure.,0,347
348,story_unexpected_music_project,Shall we collect interesting rocks along the beach?,0,348
349,story_unexpected_music_project,Did you know he collects rare coins as a hobby?,0,349
350,story_underwater_adventure_gone_wrong,They sold all their tickets,0,350
351,story_underwater_adventure_gone_wrong,Why don't we use examples? It's the easiest way.,0,351
352,story_underwater_adventure_gone_wrong,Are they hoping to graduate with honors next year?,0,352
353,story_underwater_adventure_gone_wrong,Stand up straight and look ahead,0,353
354,story_underwater_adventure_gone_wrong,Wait for me at the bus stop,0,354
355,story_underwater_adventure_gone_wrong,Feel free to sit anywhere in this section,0,355
356,story_underwater_adventure_gone_wrong,She'll catch a cold in this weather,0,356
357,story_underwater_adventure_gone_wrong,Listen to the wonderful sound of nature,0,357
358,story_underwater_adventure_gone_wrong,Make sure to double-check your work,0,358
359,story_underwater_adventure_gone_wrong,I recognize that man from somewhere,0,359
360,story_underwater_adventure_gone_wrong,Can you fix this problem by tomorrow?,0,360
361,story_underwater_adventure_gone_wrong,Could you close the curtains before you leave?,0,361
362,story_underwater_adventure_gone_wrong,Deal the cards quickly and efficiently,0,362
363,story_underwater_adventure_gone_wrong,I meant to call but forgot,0,363
364,story_underwater_adventure_gone_wrong,We still haven't solved the problem,0,364
365,story_underwater_adventure_gone_wrong,He might lose his job if he's late,0,365
366,story_underwater_adventure_gone_wrong,She ran to catch the last train home,0,366
367,story_underwater_adventure_gone_wrong,"Don't worry, everything will be fine",0,367
368,story_underwater_adventure_gone_wrong,Add some spice to make it taste,0,368
369,story_underwater_adventure_gone_wrong,You should have realized your mistake earlier,0,369
370,story_underwater_adventure_gone_wrong,Let's talk about something more interesting,0,370
371,story_underwater_adventure_gone_wrong,Let's walk to work to save money,0,371
372,story_underwater_adventure_gone_wrong,Change your shirt before the important meeting,0,372
373,story_underwater_adventure_gone_wrong,"Fill the glass with water, would you?",0,373
374,story_underwater_adventure_gone_wrong,We need to collect the data by next week,0,374
375,story_underwater_adventure_gone_wrong,How do you manage your time so efficiently?,0,375
376,story_underwater_adventure_gone_wrong,I hate missing the bus in summer,0,376
377,story_underwater_adventure_gone_wrong,I can't remember where I put my keys,0,377
378,story_underwater_adventure_gone_wrong,Sorry I'm late to the meeting,0,378
379,story_underwater_adventure_gone_wrong,I'm so excited about our upcoming vacation,0,379
380,story_underwater_adventure_gone_wrong,I always forget what's going on,0,380
381,story_underwater_adventure_gone_wrong,Did you hear about the latest news?,0,381
382,story_underwater_adventure_gone_wrong,Do you think they'll reach an agreement soon?,0,382
383,story_underwater_adventure_gone_wrong,Are you ready for the party tonight?,0,383
384,story_underwater_adventure_gone_wrong,The total cost is a bit higher than we thought.,0,384
385,story_underwater_adventure_gone_wrong,"Cut the cake into equal pieces, please",0,385
386,story_underwater_adventure_gone_wrong,We received such a warm welcome at the airport,0,386
387,story_underwater_adventure_gone_wrong,When will the package come in the mail?,0,387
388,story_underwater_adventure_gone_wrong,She'll ring the doorbell when she gets here,0,388
389,story_underwater_adventure_gone_wrong,Don't you think unity is crucial right now?,0,389
390,story_underwater_adventure_gone_wrong,Should we stick to our original plan despite the doubts?,0,390
391,story_underwater_adventure_gone_wrong,They've started growing their own vegetables,0,391
392,story_underwater_adventure_gone_wrong,Always compare prices before buying anything,0,392
393,story_underwater_adventure_gone_wrong,Shall we dive underwater to explore the reef?,0,393
394,story_underwater_adventure_gone_wrong,I want to show my artwork at the gallery,0,394
395,story_underwater_adventure_gone_wrong,Have you seen the feast they prepared for the wedding?,0,395
396,story_underwater_adventure_gone_wrong,Look! The eagle's diving for its prey,0,396
397,story_underwater_adventure_gone_wrong,I based my decision on previous experience,0,397
398,story_underwater_adventure_gone_wrong,Does the hotel provide breakfast in the morning?,0,398
399,story_underwater_adventure_gone_wrong,Did you hear they got married on a boat in this hot weather?,0,399
400,story_workplace_stress_vacation,Isn't it surprising how the movement has gained momentum?,0,400
401,story_workplace_stress_vacation,I'm trying to stick to my diet plan,0,401
402,story_workplace_stress_vacation,Clear your mind before you begin,0,402
403,story_workplace_stress_vacation,Let's get rid of these old newspapers,0,403
404,story_workplace_stress_vacation,Did you see the ball hit the wall and bounce back?,0,404
405,story_workplace_stress_vacation,Let me talk to the manager about this,0,405
406,story_workplace_stress_vacation,We're producing a new product soon,0,406
407,story_workplace_stress_vacation,What do you mean by that statement?,0,407
408,story_workplace_stress_vacation,Let's dive into the pool to cool off,0,408
409,story_workplace_stress_vacation,Does this example help clarify things?,0,409
410,story_workplace_stress_vacation,Do you think they'll reach their goals soon?,0,410
411,story_workplace_stress_vacation,Let's mention this to our boss,0,411
412,story_workplace_stress_vacation,Hold onto the railing for dear life!,0,412
413,story_workplace_stress_vacation,He might draw a picture of the village,0,413
414,story_workplace_stress_vacation,I achieved my dreams through hard work,0,414
415,story_workplace_stress_vacation,All this pressure at work is causing me stress,0,415
416,story_workplace_stress_vacation,Did you know he was born into a wealthy family?,0,416
417,story_workplace_stress_vacation,We can't make any mistakes now,0,417
418,story_workplace_stress_vacation,Shall we pick fresh vegetables for dinner?,0,418
419,story_workplace_stress_vacation,"I accept your apology, let's move on",0,419
420,story_workplace_stress_vacation,Take your time answering the question,0,420
421,story_workplace_stress_vacation,We're going on vacation next month,0,421
422,story_workplace_stress_vacation,Can you manage the office until tonight?,0,422
423,story_workplace_stress_vacation,I can't remember where I parked my car,0,423
424,story_workplace_stress_vacation,I feel happy when I'm with you,0,424
425,story_workplace_stress_vacation,Consider your options before making a decision,0,425
426,story_workplace_stress_vacation,I tried to catch up with the others,0,426
427,story_workplace_stress_vacation,I want to listen to different opinions first,0,427
428,story_workplace_stress_vacation,Let's deal with this problem right away,0,428
